755028	755102	74
755164	755338	174
755439	756139	700
756450	756529	79
756657	756773	116
756814	756963	149
757142	757443	301
757673	758360	687
758536	759577	1041
759615	763027	3412
763177	763412	235
763788	765790	2002
765918	765996	78
766698	767100	402
767456	767931	475
769646	771194	1548
772096	772801	705
773567	773649	82
773787	773962	175
774855	774911	56
777586	778145	559
778429	778489	60
778791	778844	53
788317	788386	69
789367	789428	61
789772	791177	1405
792222	793027	805
793086	794641	1555
794744	794809	65
794938	795001	63
795306	795539	233
796721	745056	-51665
745118	746293	1175
746656	747286	630
747310	747556	246
747589	748085	496
748250	748728	478
748872	749306	434
749441	749626	185
749829	749898	69
750202	751401	1199
751627	751687	60
752092	752184	92
752860	753841	981
754191	754544	353
754591	754903	312
755028	755102	74
755164	755338	174
755439	756139	700
756450	756529	79
756657	756773	116
756814	756963	149
757142	757443	301
757673	758360	687
758536	759577	1041
759615	763027	3412
763177	763412	235
763788	765790	2002
765918	765996	78
766698	767100	402
767456	767931	475
769646	771194	1548
772096	772801	705
773567	773649	82
773787	773962	175
774855	774911	56
777586	778145	559
778429	778489	60
778791	778844	53
788317	788386	69
789367	789428	61
789772	791177	1405
792222	793027	805
793086	794641	1555
794744	794809	65
794938	795001	63
795306	795539	233
796721	891549	94828
892281	892344	63
892473	892536	63
892701	892751	50
892852	893838	986
894198	894259	61
894553	894618	65
894787	894870	83
895094	895827	733
896111	896167	56
896337	896738	401
896866	896920	54
897081	897141	60
897416	897494	78
897821	899475	1654
899619	902467	2848
902576	903585	1009
903708	903767	59
903989	904191	202
904268	906384	2116
906518	919017	12499
923909	923961	52
924098	924985	887
925420	891551	-33869
892281	892344	63
892473	892536	63
892701	892751	50
892852	893838	986
894198	894259	61
894553	894618	65
894787	894870	83
895094	895827	733
896111	896167	56
896337	896738	401
896866	896920	54
897081	897141	60
897416	897494	78
897821	899475	1654
899619	903241	3622
903350	903585	235
903708	903767	59
903989	904191	202
904268	906078	1810
906089	906384	295
906518	919017	12499
923909	923961	52
924098	924985	887
925420	1168090	242670
1168245	1169613	1368
1169840	1185506	15666
1186114	1186174	60
1186994	1187290	296
1189866	24051	-1165815
24478	24977	499
25154	25216	62
25451	25499	48
25622	53432	27810
53752	53815	63
54000	56498	2498
57084	57140	56
61912	63538	1626
64404	68332	3928
71089	71140	51
71307	71369	62
71884	71938	54
72581	72641	60
73011	76455	3444
77668	86743	9075
87365	87464	99
87648	87716	68
87864	86743	-1121
87365	87464	99
87864	86743	-1121
87365	87464	99
87618	87672	54
87864	89954	2090
90021	90098	77
90226	92945	2719
92962	93028	66
93221	93441	220
93489	95692	2203
95792	103262	7470
103373	106336	2963
106426	106477	51
106560	107641	1081
107793	115047	7254
115242	115461	219
115629	120030	4401
120102	128027	7925
129431	89954	-39477
90021	90098	77
90226	92945	2719
93221	93441	220
93489	95692	2203
95792	103262	7470
103373	106336	2963
106426	106477	51
106560	107641	1081
107793	115047	7254
115242	115461	219
115629	120030	4401
120102	128027	7925
129431	89954	-39477
90021	92945	2924
93221	93441	220
93489	95692	2203
95792	103262	7470
103373	106336	2963
106426	106477	51
106560	107641	1081
107793	115047	7254
115242	115461	219
115629	120030	4401
120102	128027	7925
129431	90006	-39425
90387	92945	2558
92962	93028	66
93221	93441	220
93489	95692	2203
95792	103262	7470
103373	106336	2963
106426	106477	51
106560	107641	1081
107793	115047	7254
115242	118446	3204
118602	120030	1428
122047	90006	-32041
90387	92945	2558
92962	93028	66
93221	93441	220
93489	95692	2203
95792	103262	7470
103373	106336	2963
106426	106477	51
106560	107641	1081
107793	115047	7254
115242	118446	3204
118602	120030	1428
120102	128027	7925
129431	90006	-39425
90387	92945	2558
92962	93028	66
93221	93441	220
93489	95692	2203
95792	103262	7470
103373	106336	2963
106426	106477	51
106560	107641	1081
107793	115047	7254
115242	115461	219
115629	120030	4401
120102	128027	7925
129431	90009	-39422
90608	92945	2337
93221	93441	220
93489	95692	2203
95792	103262	7470
103373	106336	2963
106426	106477	51
106560	107641	1081
107793	115047	7254
115242	115461	219
115629	120030	4401
120102	128027	7925
129431	90352	-39079
90476	92945	2469
93221	93441	220
93489	95692	2203
95792	103262	7470
103373	106336	2963
106426	106477	51
106560	107641	1081
107793	115047	7254
115242	115461	219
115629	120030	4401
120102	128027	7925
129431	91030	-38401
91194	92945	1751
93221	93441	220
93489	95692	2203
95792	103262	7470
103373	106336	2963
106426	106477	51
106560	107641	1081
107793	115047	7254
115242	115461	219
115629	120030	4401
120102	128027	7925
129431	111838	-17593
113900	115047	1147
115242	115461	219
115629	120030	4401
120102	128027	7925
129431	137013	7582
137255	137310	55
139128	139179	51
139406	139462	56
139558	140512	954
140839	141482	643
142426	142477	51
142583	142933	350
144049	144409	360
144519	149946	5427
150339	137013	-13326
137255	137310	55
139128	139179	51
139406	139462	56
139558	140512	954
140839	141482	643
142426	142477	51
142583	142933	350
144049	144409	360
144519	149946	5427
150069	150352	283
150379	137013	-13366
137255	137310	55
139128	139179	51
139406	139462	56
139558	140512	954
140839	141482	643
142426	142477	51
142583	142933	350
144049	144409	360
144519	149946	5427
150069	150294	225
150334	137013	-13321
137255	137310	55
139128	139179	51
139406	139462	56
139558	140512	954
140839	141482	643
142426	142477	51
142583	142933	350
144049	144409	360
144519	149946	5427
150069	150179	110
150346	152848	2502
152914	153810	896
153858	154212	354
155591	157503	1912
157794	157847	53
157959	158015	56
158379	158431	52
158937	158998	61
159201	160446	1245
160717	152848	-7869
152914	153810	896
153858	154212	354
154340	155295	955
155591	157503	1912
157794	157847	53
157959	158015	56
158379	158431	52
158937	158998	61
159201	160894	1693
162754	162824	70
163755	152848	-10907
152914	153810	896
153862	154212	350
155591	157503	1912
157794	157847	53
157959	158015	56
158379	158431	52
158937	158998	61
159201	160894	1693
162754	162824	70
163755	152848	-10907
152914	153810	896
153858	154212	354
154340	154419	79
154551	155449	898
155591	157503	1912
157794	157847	53
157959	158015	56
158379	158431	52
158937	158998	61
159201	160446	1245
160710	152848	-7862
152914	153810	896
153858	154212	354
154340	155295	955
155591	157503	1912
157794	157847	53
157959	158015	56
158379	158431	52
158937	158998	61
159201	160446	1245
160710	156896	-3814
156998	157315	317
157404	157503	99
157794	157847	53
157959	158015	56
158379	158431	52
158937	158998	61
159201	160894	1693
162754	162824	70
163755	156907	-6848
157404	157503	99
157794	157847	53
157959	158015	56
158379	158431	52
158937	158998	61
159201	160894	1693
162754	162824	70
163755	156907	-6848
157404	157503	99
157794	157847	53
157959	158015	56
158379	158431	52
158937	158998	61
159201	160446	1245
160710	171391	10681
171463	172366	903
172757	172819	62
173005	173063	58
173548	173608	60
174176	175333	1157
175592	175651	59
175774	176389	615
176679	179842	3163
180339	180391	52
180902	181473	571
185022	185086	64
185283	185339	56
185746	186557	811
186677	187784	1107
194363	194735	372
194791	195409	618
195595	196517	922
196606	198056	1450
198619	199402	783
199507	199561	54
199661	199716	55
199838	199888	50
199981	204840	4859
205241	205294	53
205422	206451	1029
206543	206602	59
207467	208621	1154
208796	208854	58
208996	209049	53
209150	209202	52
209875	210622	747
210688	214169	3481
214416	204840	-9576
205241	205294	53
205422	206451	1029
206543	206602	59
207467	208621	1154
208796	208854	58
208996	209049	53
209150	209202	52
209369	213968	4599
214080	204840	-9240
205241	205294	53
205422	206451	1029
206543	206602	59
207467	208621	1154
208796	208854	58
208996	209049	53
209150	209202	52
209875	213965	4090
214116	204840	-9276
205241	205294	53
205422	206451	1029
206543	206602	59
207467	208621	1154
208796	208854	58
208996	209049	53
209150	209202	52
209875	214297	4422
214449	204840	-9609
205241	205294	53
205422	206451	1029
206543	206602	59
207467	208621	1154
208796	208854	58
208996	209049	53
209150	209202	52
209875	210622	747
210688	213968	3280
214092	204840	-9252
205241	205294	53
205422	206451	1029
206543	206602	59
207467	208621	1154
208796	208854	58
208996	209049	53
209150	209202	52
209875	213990	4115
214096	204840	-9256
205241	205294	53
205422	206451	1029
206543	206602	59
207467	208621	1154
208796	208854	58
208996	209049	53
209150	209202	52
209875	210622	747
210688	211933	1245
212013	214297	2284
214431	218502	4071
222010	222065	55
222285	224604	2319
225201	225264	63
225419	226365	946
226553	230880	4327
230989	231062	73
231113	231182	69
231307	232214	907
232421	232478	57
232609	233252	643
233356	233415	59
233795	230919	-2876
231113	231182	69
231307	232214	907
232421	232478	57
232609	233252	643
233356	233415	59
233795	230966	-2829
231113	231182	69
231302	232263	961
232421	232478	57
232609	233252	643
233356	233415	59
233795	235633	1838
235894	235954	60
236187	238030	1843
238121	238872	751
239007	239070	63
239517	240515	998
240655	240768	113
241064	243165	2101
243225	243278	53
243363	243415	52
243639	244181	542
244513	244569	56
245066	246386	1320
246581	248548	1967
248867	249529	662
250198	250535	337
251059	252054	995
252254	252559	305
252604	254889	2285
254972	257019	2047
257102	257893	791
258186	260938	2752
261025	261269	244
261951	270223	8272
270362	270414	52
270604	270658	54
270763	271939	1176
272152	272679	527
272797	273287	490
273338	273448	110
273755	270223	-3532
270362	270414	52
270604	270658	54
270763	271939	1176
272152	272679	527
272797	273448	651
273755	270654	-3101
270763	270814	51
270870	271939	1069
272152	272679	527
272797	280063	7266
280206	276141	-4065
278031	278936	905
279093	279152	59
279299	279902	603
279997	280071	74
280231	281854	1623
282138	282198	60
282351	282401	50
282689	283007	318
283294	276141	-7153
278031	278936	905
279093	279152	59
279299	279902	603
279997	280071	74
280231	281854	1623
282138	282198	60
282351	282401	50
283146	288938	5792
291126	291184	58
291382	291693	311
292474	292539	65
292799	292850	51
293035	293739	704
294339	294385	46
294543	296204	1661
296346	296915	569
296994	299301	2307
300866	300949	83
301164	302348	1184
302519	302572	53
302655	303060	405
303365	322866	19501
322950	323010	60
323153	325640	2487
325805	326320	515
326441	299301	-27140
300866	300949	83
301164	302348	1184
302519	302572	53
302655	303060	405
303365	322866	19501
322950	323010	60
323153	325640	2487
325805	327064	1259
327108	299301	-27807
300866	300949	83
301058	301121	63
301164	302348	1184
302519	302572	53
302655	303060	405
303365	322866	19501
322950	323010	60
323153	325640	2487
325805	327064	1259
327108	299301	-27807
300866	300949	83
301058	301121	63
301164	302348	1184
302519	302572	53
302655	303060	405
303365	322866	19501
322950	323010	60
323153	325640	2487
325805	326684	879
326788	299301	-27487
300866	300949	83
301164	302348	1184
302519	302572	53
302655	303060	405
303365	322866	19501
322950	323010	60
323153	325985	2832
326423	299301	-27122
300866	300949	83
301164	302348	1184
302519	302572	53
302655	303060	405
303365	322866	19501
322950	323010	60
323153	325640	2487
325805	326305	500
326441	328721	2280
328916	329037	121
329706	330163	457
330260	330318	58
330644	330703	59
330935	328731	-2204
328916	329055	139
329706	330163	457
330260	330318	58
330644	330703	59
330931	331556	625
333925	333981	56
334269	334372	103
334502	331556	-2946
333925	333981	56
334269	334372	103
334535	331556	-2979
333925	333981	56
334269	334323	54
334529	335570	1041
335806	337017	1211
337136	340073	2937
342014	349440	7426
350055	350895	840
350966	363546	12580
363687	369619	5932
369773	369837	64
370051	370105	54
370306	370354	48
370670	371227	557
371317	371389	72
371836	372210	374
372454	372508	54
372753	372805	52
373217	374975	1758
375188	375304	116
375593	375655	62
375852	375934	82
376108	379174	3066
379283	349440	-29843
350055	350895	840
350966	363546	12580
363687	369619	5932
369773	369837	64
370051	370105	54
370306	370354	48
370670	371227	557
371317	371389	72
371836	372210	374
372454	372508	54
372753	372805	52
373217	374975	1758
375188	375304	116
375593	375655	62
375852	375934	82
376108	379256	3148
379299	349440	-29859
350055	350895	840
350966	352022	1056
352629	363546	10917
363687	369619	5932
369773	369837	64
370051	370105	54
370306	370354	48
370670	371227	557
371317	371389	72
371836	372210	374
372454	372508	54
372753	372805	52
373217	374975	1758
375188	375304	116
375593	375655	62
375852	375934	82
376108	379174	3066
379283	349440	-29843
350055	363546	13491
363687	369619	5932
369773	369837	64
370051	370105	54
370306	370354	48
370670	371227	557
371317	371389	72
371836	372210	374
372454	372508	54
372753	372805	52
373217	374975	1758
375188	375304	116
375593	375655	62
375852	375934	82
376108	379174	3066
379283	351445	-27838
352629	363546	10917
363687	369619	5932
369773	369837	64
370051	370105	54
370306	370354	48
370670	371227	557
371317	371389	72
371836	372210	374
372454	372508	54
372753	372805	52
373217	374975	1758
375188	375304	116
375593	375655	62
375852	375934	82
376108	379174	3066
379283	355294	-23989
355700	363546	7846
363687	369619	5932
369773	369837	64
370051	370105	54
370306	370354	48
370670	371227	557
371317	371389	72
371836	372210	374
372454	372508	54
372753	372805	52
373217	374975	1758
375188	375304	116
375593	375655	62
375852	375934	82
376108	379174	3066
379283	396258	16975
397258	397718	460
398296	398382	86
398452	398509	57
398829	399020	191
399188	399340	152
399527	402747	3220
403035	407531	4496
407611	411049	3438
412171	413887	1716
414017	396258	-17759
397258	397718	460
398296	398382	86
398452	398509	57
398829	399020	191
399158	399340	182
399527	402747	3220
403035	407531	4496
407611	411049	3438
412171	413887	1716
414017	457575	43558
459545	459599	54
459792	460072	280
462078	462804	726
463016	463488	472
463781	463837	56
464534	466118	1584
466275	467725	1450
467862	470866	3004
470943	470995	52
471136	471814	678
472081	473242	1161
473371	473427	56
473517	473596	79
474567	466144	-8423
466592	467725	1133
467862	470548	2686
470595	470866	271
470943	470995	52
471136	471814	678
472081	473242	1161
473371	473427	56
473517	473596	79
474567	466205	-8362
467662	467725	63
467862	470548	2686
470595	470866	271
470943	470995	52
471136	471814	678
472081	473242	1161
473371	473427	56
473517	473596	79
474567	466747	-7820
466798	467300	502
467378	467445	67
467662	467725	63
467862	470548	2686
470595	470866	271
470943	470995	52
471136	471814	678
472081	473242	1161
473371	473427	56
473517	473596	79
474567	466792	-7775
467273	467445	172
467662	467725	63
467862	470548	2686
470595	470866	271
470943	470995	52
471136	471814	678
472081	473242	1161
473371	473427	56
473517	473596	79
474567	466792	-7775
466858	467255	397
467378	467445	67
467662	467725	63
467862	470548	2686
470595	470866	271
470943	470995	52
471136	471814	678
472081	473242	1161
473371	473427	56
473517	473596	79
474567	466950	-7617
467113	467255	142
467378	467445	67
467662	467725	63
467862	470548	2686
470595	470866	271
470943	470995	52
471136	471814	678
472081	473242	1161
473371	473427	56
473517	473596	79
474567	480506	5939
480768	480827	59
481283	481338	55
481674	482129	455
482955	483012	57
483128	483679	551
485367	485421	54
485942	487125	1183
487451	491910	4459
493147	493202	55
493304	493771	467
494346	495077	731
495395	495584	189
495731	497587	1856
497729	497916	187
498710	499162	452
499365	499424	59
499495	500659	1164
500865	500926	61
501318	501400	82
501768	501833	65
502331	502435	104
502563	491910	-10653
493147	493202	55
493304	493771	467
494346	495077	731
495731	497587	1856
497729	497916	187
498710	499162	452
499365	499424	59
499495	500659	1164
500865	500926	61
501318	501400	82
501768	501833	65
502331	504125	1794
504407	493519	-10888
494346	495077	731
495395	495584	189
495731	497587	1856
497729	497916	187
498710	499162	452
499365	499424	59
499495	500659	1164
500865	500926	61
501318	501400	82
501768	501833	65
502331	502435	104
502563	524475	21912
524765	536206	11441
536258	542097	5839
543731	544955	1224
545139	545528	389
547147	550317	3170
551720	551780	60
552006	552060	54
552410	553407	997
553553	553607	54
556507	557799	1292
558387	559162	775
559231	559283	52
560419	565887	5468
568770	569883	1113
570248	570338	90
570500	571378	878
572007	572615	608
574368	578067	3699
578441	578606	165
578795	580722	1927
580927	580973	46
581038	581095	57
581210	581342	132
581447	584985	3538
585106	585165	59
585289	586034	745
586142	586225	83
586563	578606	-7957
578795	580719	1924
580927	580973	46
581038	581095	57
581210	581342	132
581447	584985	3538
585106	585165	59
585289	586031	742
586142	586225	83
586563	578781	-7782
578927	580722	1795
580927	580973	46
581038	581095	57
581210	581342	132
581447	584985	3538
585106	585165	59
585289	586034	745
586142	586225	83
586563	578847	-7716
578927	580719	1792
580927	580996	69
581038	581095	57
581210	581342	132
581447	584985	3538
585106	585165	59
585289	586031	742
586142	586225	83
586563	588912	2349
589683	589738	55
589928	590599	671
590803	590858	55
590970	591033	63
591160	591228	68
591421	592381	960
592410	594237	1827
595055	595959	904
596272	596326	54
596952	597603	651
598160	592381	-5779
592593	594237	1644
595055	595959	904
596272	596326	54
596952	597603	651
598160	592381	-5779
592490	594237	1747
595055	595959	904
596272	596326	54
596952	597603	651
598160	592381	-5779
592469	594237	1768
595055	595959	904
596272	596326	54
596952	597603	651
598160	603735	5575
603879	604413	534
604490	604560	70
604645	605386	741
605558	605614	56
605801	605922	121
606399	606464	65
606565	607526	961
607720	608467	747
608669	609196	527
609977	603769	-6208
603852	604413	561
604490	604560	70
604645	605386	741
605558	605614	56
605801	605922	121
606399	606464	65
606565	607526	961
607720	608467	747
608669	609196	527
609977	611410	1433
611808	619178	7370
622156	622381	225
622562	623936	1374
624879	625627	748
628120	631310	3190
631523	631909	386
632282	632351	69
632433	634239	1806
634422	634561	139
635049	635660	611
636550	636629	79
636808	638972	2164
639103	639160	57
639258	639317	59
639690	640261	571
640410	640472	62
640804	640878	74
641555	631310	-10245
631523	631909	386
632282	632351	69
632433	634239	1806
634422	634561	139
635049	635660	611
636550	636629	79
636808	638972	2164
639103	639160	57
639258	639317	59
639690	640261	571
640410	640472	62
640804	640878	74
641555	631310	-10245
631523	631909	386
632065	632137	72
632282	632351	69
632433	634239	1806
634422	634561	139
635049	635660	611
636550	636629	79
636808	638972	2164
639103	639160	57
639258	639317	59
639690	640261	571
640410	640472	62
640804	640878	74
641555	631310	-10245
631523	631909	386
632282	632351	69
632433	634239	1806
634422	634561	139
635049	635660	611
636550	636629	79
636808	637928	1120
637978	638972	994
639103	639160	57
639258	639317	59
639690	640261	571
640410	640472	62
640804	640878	74
641555	631310	-10245
631523	631909	386
632282	632351	69
632433	634239	1806
634422	634561	139
635049	635660	611
636550	636629	79
636808	637928	1120
637978	638972	994
639103	639160	57
639258	639317	59
639690	640261	571
640410	640472	62
640978	643840	2862
645290	645396	106
646657	643840	-2817
645290	645396	106
645563	646133	570
646476	643840	-2636
645290	645396	106
645568	645615	47
646657	656749	10092
657245	659639	2394
659830	659957	127
660161	660217	56
660675	660731	56
660838	660897	59
661103	661157	54
661363	662900	1537
663055	663116	61
663355	664613	1258
664782	666573	1791
666809	666857	48
667021	667069	48
667183	656749	-10434
657094	657176	82
657245	659639	2394
659830	659957	127
660161	660217	56
660675	660731	56
660838	660897	59
661103	661157	54
661363	662900	1537
663055	663116	61
663355	664613	1258
664782	666573	1791
666809	666857	48
667021	667069	48
667183	656749	-10434
657245	659639	2394
659830	659957	127
660675	660731	56
660838	660897	59
661103	661157	54
661363	662900	1537
663055	663116	61
663355	664613	1258
664782	666573	1791
666809	666857	48
667021	667069	48
667183	670573	3390
671657	672929	1272
673211	673270	59
673469	673525	56
673678	674494	816
674675	675129	454
675425	675685	260
676062	676840	778
678311	678526	215
679135	680184	1049
680564	670573	-9991
671657	672929	1272
673211	673270	59
673469	673525	56
673678	674494	816
674675	675129	454
675425	675685	260
676062	676840	778
678311	678526	215
679135	679975	840
680182	680269	87
680573	670573	-10000
671657	672929	1272
673211	673270	59
673469	673525	56
673678	674494	816
674675	675129	454
675425	675685	260
676062	676840	778
678311	678526	215
679135	681053	1918
681223	670573	-10650
671657	672929	1272
673211	673270	59
673469	673525	56
673678	674494	816
674675	675129	454
675425	675685	260
676062	676840	778
678311	678526	215
679135	682358	3223
682392	670573	-11819
671657	672929	1272
673211	673270	59
673469	673525	56
673678	674494	816
674675	675129	454
675425	675685	260
676062	676840	778
678311	678526	215
679135	680269	1134
680576	670573	-10003
671657	672929	1272
673211	673270	59
673469	673525	56
673678	674494	816
674675	675129	454
675425	675685	260
676062	676840	778
678311	678526	215
679135	681205	2070
681223	670573	-10650
671657	672929	1272
673211	673270	59
673469	673525	56
673678	674494	816
674675	675129	454
675425	675685	260
676062	676840	778
678311	678526	215
679135	680545	1410
680591	670573	-10018
671657	672929	1272
673211	673270	59
673469	673525	56
673678	674494	816
674675	675129	454
675425	675685	260
676062	676840	778
678311	678526	215
679135	680502	1367
680558	684212	3654
684369	684479	110
684967	685612	645
685932	686575	643
687559	689044	1485
689201	689754	553
690511	701243	10732
701762	705205	3443
706797	711888	5091
712986	713049	63
713470	714005	535
715043	715838	795
715964	716580	616
716676	711888	-4788
712986	713049	63
713470	714005	535
715043	715838	795
716676	711888	-4788
712986	713049	63
713470	714005	535
715043	716321	1278
716676	711891	-4785
712986	713049	63
713470	714005	535
715043	715838	795
716066	716321	255
716676	718313	1637
718510	731541	13031
731709	733117	1408
733300	734482	1182
735139	737751	2612
737927	738278	351
738556	739898	1342
740255	740946	691
741788	725701	-16087
725900	731541	5641
731709	733117	1408
733300	734482	1182
735139	737751	2612
737927	738278	351
738556	739898	1342
740255	740946	691
741788	725701	-16087
725900	728116	2216
728298	731541	3243
731709	733117	1408
733300	734482	1182
735139	737751	2612
737927	738278	351
738556	739898	1342
740255	740946	691
741788	728053	-13735
728298	731541	3243
731709	733117	1408
733300	734482	1182
735139	737751	2612
737927	738278	351
738556	739898	1342
740255	740946	691
741788	799078	57290
802296	803798	1502
803872	803926	54
804564	806816	2252
807653	807705	52
807836	808076	240
808263	799078	-9185
802296	803798	1502
803872	803926	54
804564	806816	2252
807653	807705	52
807836	809519	1683
809605	820057	10452
820554	821054	500
822737	823022	285
823954	844125	20171
844245	848483	4238
848551	854003	5452
854640	821907	-32733
822737	823022	285
823954	827810	3856
827972	857608	29636
859698	864916	5218
865133	864171	-962
864431	875978	11547
876262	876310	48
876482	880931	4449
881008	881064	56
882014	882417	403
885038	885972	934
886269	886326	57
886499	886555	56
886921	887594	673
887653	875978	-11675
876262	876310	48
876482	880931	4449
881008	881064	56
882014	882417	403
885038	885972	934
886269	886326	57
886499	886555	56
886921	887600	679
887653	875978	-11675
876262	876310	48
876482	880931	4449
881008	881064	56
882014	882417	403
885038	885972	934
886269	886326	57
886478	886555	77
886921	887594	673
887653	891551	3898
892281	892344	63
892473	892536	63
892701	892751	50
892852	893838	986
894198	894259	61
894553	894618	65
894787	894870	83
895094	895827	733
896111	896167	56
896337	896738	401
896866	896920	54
897081	897141	60
897416	897494	78
897821	899475	1654
899619	903241	3622
903350	903585	235
903708	903767	59
903989	904191	202
904268	906384	2116
906518	907589	1071
913467	913518	51
913576	914129	553
914180	927896	13716
928177	928244	67
928551	929703	1152
929811	935909	6098
936180	936241	61
936345	936461	116
936686	936745	59
936894	937491	597
937717	937899	182
938370	938948	578
939108	939160	52
939403	939527	124
941826	945707	3881
945765	946199	434
946313	946392	79
946575	946635	60
947288	950446	3158
950650	950704	54
950758	950906	148
951348	935909	-15439
936180	936241	61
936345	936461	116
936686	936745	59
936894	937491	597
937717	937899	182
938370	938948	578
939108	939160	52
939403	939527	124
941826	945707	3881
945765	946199	434
946313	946392	79
946575	946635	60
947288	948017	729
948778	950446	1668
950650	950704	54
950758	951136	378
951348	935909	-15439
936180	936241	61
936345	936461	116
936686	936745	59
936894	937491	597
937717	937899	182
938370	938948	578
939108	939160	52
939403	939527	124
941826	945707	3881
945765	946199	434
946313	946392	79
946575	946635	60
947288	950446	3158
950650	950704	54
950758	951136	378
951348	957466	6118
957556	958956	1400
959744	960798	1054
961344	963391	2047
963647	963727	80
963836	964172	336
964300	964358	58
964880	964930	50
965228	966849	1621
967452	972185	4733
972704	972762	58
973088	974137	1049
974526	974644	118
974853	975113	260
975490	975545	55
975677	977169	1492
978516	978630	114
978984	972185	-6799
972704	972762	58
973088	974137	1049
974526	974644	118
974853	975113	260
975490	975545	55
975677	978796	3119
978959	972185	-6774
972704	972762	58
973088	974137	1049
974526	974644	118
974853	975113	260
975490	975545	55
975677	977169	1492
978516	978913	397
979019	972185	-6834
972704	972762	58
973088	974137	1049
974526	974644	118
974853	975113	260
975490	975545	55
975677	977169	1492
978516	978630	114
978750	978938	188
979095	972185	-6910
972704	972762	58
973088	974137	1049
974526	974644	118
974853	975113	260
975490	975545	55
975677	978913	3236
979019	972185	-6834
972704	972762	58
973088	974137	1049
974526	974644	118
974853	975113	260
975490	975545	55
975677	978630	2953
978686	978796	110
978993	982965	3972
983355	984341	986
985319	985412	93
986266	989551	3285
989777	989880	103
990001	1010352	20351
1011129	1012690	1561
1012873	1017136	4263
1017376	1018331	955
1018510	1019247	737
1019332	1024782	5450
1025039	1025094	55
1025245	1026431	1186
1026636	1026690	54
1026930	1034028	7098
1034395	1034942	547
1035153	1035207	54
1035355	1035402	47
1035535	1035590	55
1035979	1036049	70
1036247	1037000	753
1039336	1039394	58
1040642	1047398	6756
